index,vehicle_id,p_start,p_temp,p_end,pre_routes,freq,label,regions
2238176,100000340,"(106.59299999999999, 10.7762)","(106.601, 10.7744)","(106.601, 10.7757)","('ao_đôi', 'mã_lò', 'mã_lò')",1680,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân')"
2238191,100000340,"(106.59299999999999, 10.7762)","(106.601, 10.7744)","(106.59899999999999, 10.7878)","('ao_đôi', 'mã_lò', 'tân_kỳ_tân_quý')",5600,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân')"
2238696,100000340,"(106.59299999999999, 10.7762)","(106.59899999999999, 10.7878)","(106.59899999999999, 10.7881)","('ao_đôi', 'tân_kỳ_tân_quý', 'tân_kỳ_tân_quý')",4200,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân')"
2253140,100000340,"(106.601, 10.7744)","(106.601, 10.7757)","(106.601, 10.7761)","('mã_lò', 'mã_lò', 'mã_lò')",560,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân')"
2253154,100000340,"(106.601, 10.7744)","(106.601, 10.7757)","(106.59899999999999, 10.7878)","('mã_lò', 'mã_lò', 'tân_kỳ_tân_quý')",3000,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân')"
2253620,100000340,"(106.601, 10.7744)","(106.59899999999999, 10.7878)","(106.59899999999999, 10.7881)","('mã_lò', 'tân_kỳ_tân_quý', 'tân_kỳ_tân_quý')",4800,FALSE,"('phường_bình_trị_đông_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân')"
2261500,100000340,"(106.59899999999999, 10.7878)","(106.59899999999999, 10.7881)","(106.6, 10.7884)","('tân_kỳ_tân_quý', 'tân_kỳ_tân_quý', 'tân_kỳ_tân_quý')",2300,FALSE,"('phường_bình_hưng_hòa_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân', 'phường_bình_hưng_hòa_a_quận_bình_tân')"
2263800,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.735, 10.7795)","('mai_chí_thọ', 'mai_chí_thọ', 'mai_chí_thọ')",846,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2')"
2263812,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.70200000000001, 10.7672)","('mai_chí_thọ', 'mai_chí_thọ', 'võ_văn_kiệt')",9318,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1')"
2263813,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.70100000000001, 10.7674)","('mai_chí_thọ', 'mai_chí_thọ', 'phó_đức_chính')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1')"
2263815,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.699, 10.7691)","('mai_chí_thọ', 'mai_chí_thọ', 'nguyễn_thái_bình')",468,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1')"
2263822,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.698, 10.7684)","('mai_chí_thọ', 'mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1')"
2263824,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.698, 10.7691)","('mai_chí_thọ', 'mai_chí_thọ', 'lê_thị_hồng_gấm')",780,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1')"
2263836,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.699, 10.7714)","('mai_chí_thọ', 'mai_chí_thọ', 'công_trường_quách_thị_trang')",234,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1')"
2263837,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.698, 10.7718)","('mai_chí_thọ', 'mai_chí_thọ', 'lê_lai')",1014,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1')"
2263843,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.695, 10.7708)","('mai_chí_thọ', 'mai_chí_thọ', 'empty')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1')"
2263854,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.699, 10.7719)","('mai_chí_thọ', 'mai_chí_thọ', 'lê_lợi')",468,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1')"
2263860,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'mai_chí_thọ', 'pasteur')",936,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_nghé_quận_1')"
2263875,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.698, 10.7797)","('mai_chí_thọ', 'mai_chí_thọ', 'lê_duẩn')",1482,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_nghé_quận_1')"
2263894,100000366,"(106.73899999999999, 10.7821)","(106.73700000000001, 10.7808)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'mai_chí_thọ', 'đinh_tiên_hoàng')",312,FALSE,"('phường_bình_khánh_quận_2', 'phường_bình_khánh_quận_2', 'phường_bến_nghé_quận_1')"
2264922,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7681)","(106.698, 10.7691)","('mai_chí_thọ', 'hầm_sông_sài_gòn', 'lê_thị_hồng_gấm')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2264935,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7681)","(106.698, 10.7718)","('mai_chí_thọ', 'hầm_sông_sài_gòn', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2264958,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7681)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'hầm_sông_sài_gòn', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2264973,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7681)","(106.698, 10.7797)","('mai_chí_thọ', 'hầm_sông_sài_gòn', 'lê_duẩn')",247,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265007,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7672)","(106.698, 10.7691)","('mai_chí_thọ', 'võ_văn_kiệt', 'lê_thị_hồng_gấm')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265020,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7672)","(106.698, 10.7718)","('mai_chí_thọ', 'võ_văn_kiệt', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265043,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7672)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'võ_văn_kiệt', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265058,100000366,"(106.73899999999999, 10.7821)","(106.70200000000001, 10.7672)","(106.698, 10.7797)","('mai_chí_thọ', 'võ_văn_kiệt', 'lê_duẩn')",247,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265082,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.699, 10.7691)","('mai_chí_thọ', 'phó_đức_chính', 'nguyễn_thái_bình')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265091,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.698, 10.7691)","('mai_chí_thọ', 'phó_đức_chính', 'lê_thị_hồng_gấm')",260,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265104,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.698, 10.7718)","('mai_chí_thọ', 'phó_đức_chính', 'lê_lai')",338,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265121,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.699, 10.7719)","('mai_chí_thọ', 'phó_đức_chính', 'lê_lợi')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265127,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'phó_đức_chính', 'pasteur')",312,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265142,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.698, 10.7797)","('mai_chí_thọ', 'phó_đức_chính', 'lê_duẩn')",494,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265161,100000366,"(106.73899999999999, 10.7821)","(106.70100000000001, 10.7674)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'phó_đức_chính', 'đinh_tiên_hoàng')",104,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265249,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.699, 10.7686)","('mai_chí_thọ', 'nguyễn_thái_bình', 'nguyễn_thái_bình')",195,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265254,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.698, 10.7684)","('mai_chí_thọ', 'nguyễn_thái_bình', 'hẻm_55_lê_thị_hồng_gấm')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265256,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.698, 10.7691)","('mai_chí_thọ', 'nguyễn_thái_bình', 'lê_thị_hồng_gấm')",780,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265268,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.699, 10.7714)","('mai_chí_thọ', 'nguyễn_thái_bình', 'công_trường_quách_thị_trang')",234,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265269,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.698, 10.7718)","('mai_chí_thọ', 'nguyễn_thái_bình', 'lê_lai')",1014,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265275,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.695, 10.7708)","('mai_chí_thọ', 'nguyễn_thái_bình', 'empty')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265286,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.699, 10.7719)","('mai_chí_thọ', 'nguyễn_thái_bình', 'lê_lợi')",468,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265292,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'nguyễn_thái_bình', 'pasteur')",936,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265307,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.698, 10.7797)","('mai_chí_thọ', 'nguyễn_thái_bình', 'lê_duẩn')",1482,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265326,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7691)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'nguyễn_thái_bình', 'đinh_tiên_hoàng')",312,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265337,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7687)","(106.698, 10.7691)","('mai_chí_thọ', 'hẻm_84_nguyễn_thái_bình', 'lê_thị_hồng_gấm')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265350,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7687)","(106.698, 10.7718)","('mai_chí_thọ', 'hẻm_84_nguyễn_thái_bình', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265373,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7687)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'hẻm_84_nguyễn_thái_bình', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265388,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7687)","(106.698, 10.7797)","('mai_chí_thọ', 'hẻm_84_nguyễn_thái_bình', 'lê_duẩn')",247,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265802,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.698, 10.7691)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'lê_thị_hồng_gấm')",260,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265815,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.698, 10.7718)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'lê_lai')",338,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265832,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.699, 10.7719)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'lê_lợi')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2265838,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'pasteur')",312,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265853,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.698, 10.7797)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'lê_duẩn')",494,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265872,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7684)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'hẻm_55_lê_thị_hồng_gấm', 'đinh_tiên_hoàng')",104,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2265950,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.698, 10.7692)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'lê_thị_hồng_gấm')",585,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2265960,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.699, 10.7708)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'trần_hưng_đạo')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265961,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.699, 10.7714)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'công_trường_quách_thị_trang')",390,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2265962,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.698, 10.7718)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'lê_lai')",1690,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_thành_quận_1')"
2265966,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.696, 10.7711)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'phạm_hồng_thái')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_thành_quận_1')"
2265968,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.695, 10.7708)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'empty')",260,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_thành_quận_1')"
2265979,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.699, 10.7719)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'lê_lợi')",780,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_thành_quận_1')"
2265985,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'pasteur')",1560,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_nghé_quận_1')"
2265986,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.70100000000001, 10.7751)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'hẻm_144_pasteur')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_nghé_quận_1')"
2265988,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.7, 10.7755)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'lê_thánh_tôn')",130,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_thành_quận_1')"
2266000,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.698, 10.7797)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'lê_duẩn')",2470,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_nghé_quận_1')"
2266019,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7691)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'lê_thị_hồng_gấm', 'đinh_tiên_hoàng')",520,FALSE,"('phường_bình_khánh_quận_2', 'phường_cầu_ông_lãnh_quận_1', 'phường_bến_nghé_quận_1')"
2266095,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7693)","(106.698, 10.7697)","('mai_chí_thọ', 'calmette', 'lê_thị_hồng_gấm')",104,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_cầu_ông_lãnh_quận_1')"
2266105,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7693)","(106.698, 10.7718)","('mai_chí_thọ', 'calmette', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2266128,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7693)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'calmette', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266143,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7693)","(106.698, 10.7797)","('mai_chí_thọ', 'calmette', 'lê_duẩn')",247,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266699,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7708)","(106.698, 10.7718)","('mai_chí_thọ', 'trần_hưng_đạo', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2266722,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7708)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'trần_hưng_đạo', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266737,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7708)","(106.698, 10.7797)","('mai_chí_thọ', 'trần_hưng_đạo', 'lê_duẩn')",247,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266760,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7714)","(106.698, 10.7718)","('mai_chí_thọ', 'công_trường_quách_thị_trang', 'lê_lai')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2266777,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7714)","(106.699, 10.7719)","('mai_chí_thọ', 'công_trường_quách_thị_trang', 'lê_lợi')",234,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_thành_quận_1')"
2266783,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7714)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'công_trường_quách_thị_trang', 'pasteur')",468,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266798,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7714)","(106.698, 10.7797)","('mai_chí_thọ', 'công_trường_quách_thị_trang', 'lê_duẩn')",741,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266817,100000366,"(106.73899999999999, 10.7821)","(106.699, 10.7714)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'công_trường_quách_thị_trang', 'đinh_tiên_hoàng')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_nguyễn_thái_bình_quận_1', 'phường_bến_nghé_quận_1')"
2266821,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.698, 10.7718)","('mai_chí_thọ', 'lê_lai', 'lê_lai')",1014,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_thành_quận_1')"
2266826,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.695, 10.7708)","('mai_chí_thọ', 'lê_lai', 'empty')",234,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_thành_quận_1')"
2266835,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.699, 10.7714)","('mai_chí_thọ', 'lê_lai', 'công_trường_quách_thị_trang')",338,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_nguyễn_thái_bình_quận_1')"
2266837,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.699, 10.7719)","('mai_chí_thọ', 'lê_lai', 'lê_lợi')",1014,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_thành_quận_1')"
2266843,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'lê_lai', 'pasteur')",2028,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_nghé_quận_1')"
2266844,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.70100000000001, 10.7751)","('mai_chí_thọ', 'lê_lai', 'hẻm_144_pasteur')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_nghé_quận_1')"
2266846,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.7, 10.7755)","('mai_chí_thọ', 'lê_lai', 'lê_thánh_tôn')",169,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_thành_quận_1')"
2266858,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.698, 10.7797)","('mai_chí_thọ', 'lê_lai', 'lê_duẩn')",3211,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_nghé_quận_1')"
2266877,100000366,"(106.73899999999999, 10.7821)","(106.698, 10.7718)","(106.70299999999999, 10.7854)","('mai_chí_thọ', 'lê_lai', 'đinh_tiên_hoàng')",676,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_nghé_quận_1')"
2267055,100000366,"(106.73899999999999, 10.7821)","(106.696, 10.7711)","(106.695, 10.7708)","('mai_chí_thọ', 'phạm_hồng_thái', 'lê_lai')",117,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_thành_quận_1')"
2267073,100000366,"(106.73899999999999, 10.7821)","(106.696, 10.7711)","(106.70100000000001, 10.775)","('mai_chí_thọ', 'phạm_hồng_thái', 'pasteur')",156,FALSE,"('phường_bình_khánh_quận_2', 'phường_bến_thành_quận_1', 'phường_bến_nghé_quận_1')"
